Score,Sentiment,Text,Clean_Text
5,Positive,This coffee is ideal for sensitive stomachs.  I can drink as much as I want without having any problems.  Highly recommended.,this coffee is ideal for sensitive stomachs  i can drink as much as i want without having any problems  highly recommended
4,Positive,"These do help to keep my dogs teeth clean and they are just the right size for my 7 lb chihuahua. Much, much better value on Amazon then your local pet supply warehouse.",these do help to keep my dogs teeth clean and they are just the right size for my  lb chihuahua much much better value on amazon then your local pet supply warehouse
5,Positive,"Our family LOVES coffee tapioca...it's a real treat, and make it often. Could never find it in the stores, so was thrilled to find it here. Thank you Amazon!! Have been using a brand from an Asian store, and it isn't the same. It breaks up, and is more of a thickener. Reese's is perfect for coffee tapioca pudding.",our family loves coffee tapiocaits a real treat and make it often could never find it in the stores so was thrilled to find it here thank you amazon have been using a brand from an asian store and it isnt the same it breaks up and is more of a thickener reeses is perfect for coffee tapioca pudding
5,Positive,"Made with brown rice, almonds, & sea salt - they're baked to a yummy crunch, gluten-free, and stand up well with dips.  These tortilla shaped chips taste like they shouldn't be healthy, but they are,",made with brown rice almonds  sea salt  theyre baked to a yummy crunch glutenfree and stand up well with dips  these tortilla shaped chips taste like they shouldnt be healthy but they are
3,Neutral,"I try and look for good deals on coffee as I am just not sold that it should cost more than 8-9 dollars a pound.<br />I took a gamble on this deal from Amazon, only to find out this particular one doesn't seem to be living up to it's ""roast"". Whether in a an esspresso machine or coffeemaker, this ""classic dark"" roast is fairly bland.The caffeine is there, but you need to use a lot of the beans in order to get much flavor.",i try and look for good deals on coffee as i am just not sold that it should cost more than  dollars a pound i took a gamble on this deal from amazon only to find out this particular one doesnt seem to be living up to its roast whether in a an esspresso machine or coffeemaker this classic dark roast is fairly blandthe caffeine is there but you need to use a lot of the beans in order to get much flavor
5,Positive,"These lentils are so expensive where I live. I use so many of them so I was pleased to find them on Amazon - and for a great price! The packaging was wonderful and the product was very fresh. I love these lentils for dal and for thickening curry soups - mmmm! They just melt down and absorb all the flavor of the spices. Good source of protein, as well, so great for vegetarians. If you are only used to regular grocery store brown lentils, these are different and, in my mind, better - smoother taste.",these lentils are so expensive where i live i use so many of them so i was pleased to find them on amazon  and for a great price the packaging was wonderful and the product was very fresh i love these lentils for dal and for thickening curry soups  mmmm they just melt down and absorb all the flavor of the spices good source of protein as well so great for vegetarians if you are only used to regular grocery store brown lentils these are different and in my mind better  smoother taste
5,Positive,"This tea is supposedly the most antioxidant rich you can buy- better than green, white, or regular ""red"" tea. The flavor is mild, slightly woodsy, and delicious. No need to add sugar or honey. Many in South Africa add milk and sweeten it, which is another option. Can be drunk hot or cold, and doesn't get better when steeped for a very long time. Great buy on Amazon, much cheaper than elsewhere and it's hard to find.",this tea is supposedly the most antioxidant rich you can buy better than green white or regular red tea the flavor is mild slightly woodsy and delicious no need to add sugar or honey many in south africa add milk and sweeten it which is another option can be drunk hot or cold and doesnt get better when steeped for a very long time great buy on amazon much cheaper than elsewhere and its hard to find
5,Positive,"These uber-healthy bars do the trick whenever I have a chocolate craving. I try my best to eat ""whole food"" and this becomes difficult when I am craving something sweet. I used to buy ""Clif Bar Nectar"" bars, which was essentially the same product. However, since those bars are no longer sold I am so happy that I've found these. Also, the savings are amazing...they cost almost $2 at my ""Whole Foods"" market. The Hazelnut flavor is my favorite so far but these are almost as amazing. If you care about the quality of the food you eat and love sweets buy them, you won't regret it!",these uberhealthy bars do the trick whenever i have a chocolate craving i try my best to eat whole food and this becomes difficult when i am craving something sweet i used to buy clif bar nectar bars which was essentially the same product however since those bars are no longer sold i am so happy that ive found these also the savings are amazingthey cost almost  at my whole foods market the hazelnut flavor is my favorite so far but these are almost as amazing if you care about the quality of the food you eat and love sweets buy them you wont regret it
2,Negative,"I have eaten many brands of soynuts over the years and have come to enjoy the ones that are crunchy (as opposed to hard). I bought this bulk package because my trips to Whole Foods are a bit spread out. Many of the soynuts in this product are extremely hard to eat, and I end up spitting them out. The ones that are good are usually just fine, but it is disappointing to find so many inedible soynuts in a package. I think I will stick to Whole Foods 365 brand.",i have eaten many brands of soynuts over the years and have come to enjoy the ones that are crunchy as opposed to hard i bought this bulk package because my trips to whole foods are a bit spread out many of the soynuts in this product are extremely hard to eat and i end up spitting them out the ones that are good are usually just fine but it is disappointing to find so many inedible soynuts in a package i think i will stick to whole foods  brand
4,Positive,my son loves these bars! i alternate buying regualar cereal bars from the grocery store with these they can get a little pricey because my son will eat like three of these for breakfast. oh well they're great!,my son loves these bars i alternate buying regualar cereal bars from the grocery store with these they can get a little pricey because my son will eat like three of these for breakfast oh well theyre great
1,Negative,"When I found out Rockstar Juiced recently changed its formula to 10% juice, I was heartbroken. I instantly fell in love with the drink when it first came out. Its 70% juice formula was to die for. When they changed it to 50% juice, I was a little disappointed since the drink seemed a little unhealthier. However, since the difference in taste was minuscule and since 50% juice is better than no juice, I let it slide. The new Rockstar Juiced is disgusting. It is packed with more sugar and calories compared to the old version and the difference in taste is very noticeable. The after feeling I got from drinking the new one was very uneasy and unsatisfying. I was an avid drinker of Rockstar Juiced. I drank at least one per day, sometimes two. I will now have to revert back to coffee & redbull. At least I am not completely heartbroken since some of my local grocery stores still carry the 50% version. But once they are completely out, goodbye Rockstar Juiced. I will miss you.",when i found out rockstar juiced recently changed its formula to  juice i was heartbroken i instantly fell in love with the drink when it first came out its  juice formula was to die for when they changed it to  juice i was a little disappointed since the drink seemed a little unhealthier however since the difference in taste was minuscule and since  juice is better than no juice i let it slide the new rockstar juiced is disgusting it is packed with more sugar and calories compared to the old version and the difference in taste is very noticeable the after feeling i got from drinking the new one was very uneasy and unsatisfying i was an avid drinker of rockstar juiced i drank at least one per day sometimes two i will now have to revert back to coffee  redbull at least i am not completely heartbroken since some of my local grocery stores still carry the  version but once they are completely out goodbye rockstar juiced i will miss you
3,Neutral,"This is a decent product, but I have a lot of texture issues.  The flavor is light and buttery, but not as sweet as I expected.  The sweetness was almost imperceptible.<br /><br />The previous reviews concerning manna were true in that the product does separate.  Re-mixing for was not a problem.<br /><br />The texture issues are that when eating it raw the initially it is smooth and creamy, but soon becomes thick and grainy.  The graininess makes it difficult for me to eat it off a spoon.<br /><br />I have tried mixing it in vegetables and curries and you can still get hints of the graininess.  The product also will solidify after it cools despite using it in cooked a dish.",this is a decent product but i have a lot of texture issues  the flavor is light and buttery but not as sweet as i expected  the sweetness was almost imperceptible  the previous reviews concerning manna were true in that the product does separate  remixing for was not a problem  the texture issues are that when eating it raw the initially it is smooth and creamy but soon becomes thick and grainy  the graininess makes it difficult for me to eat it off a spoon  i have tried mixing it in vegetables and curries and you can still get hints of the graininess  the product also will solidify after it cools despite using it in cooked a dish
5,Positive,I enjoyed the flavor of the tea not too over powering. The item arrived very quikly. Definitely would order again.,i enjoyed the flavor of the tea not too over powering the item arrived very quikly definitely would order again
5,Positive,"We have a dachshund that is very finicky!  We have tried many types of treats for her but the Pedigree Mini Jumbones are her number one choice.  I had trouble finding them not only in our food store and the pet department of Walmart, but even in pet stores (all the other sizes are there).  Once I went to Amazon.com and found I could order them in bulk, I was so relieved.  Our hot dog is once again in business with her favorite treat!",we have a dachshund that is very finicky  we have tried many types of treats for her but the pedigree mini jumbones are her number one choice  i had trouble finding them not only in our food store and the pet department of walmart but even in pet stores all the other sizes are there  once i went to amazoncom and found i could order them in bulk i was so relieved  our hot dog is once again in business with her favorite treat
5,Positive,This was exactly what I was looking for and was a great price. I love it!,this was exactly what i was looking for and was a great price i love it
4,Positive,"Just wanted to say that I found this tea when my milk supply had started to decrease (about 4m post baby) I didnt want to stop nursing but my little one was getting VERY frustrated with the amount that was available. I found this tea at Stop n Shop in the health food section and gave it a try. After a week I noticed that my baby girl wasnt so frustrated and I was able to get back on schedule of pumping a little extra each day. Directions say to drink one cup of prepared tea 3-5 times daily. I drank it about 2-3 times daily but found the tea chilled was much better!<br />It has a bitter taste, but is definatly drinkable.<br />Definatly worth a try!!",just wanted to say that i found this tea when my milk supply had started to decrease about m post baby i didnt want to stop nursing but my little one was getting very frustrated with the amount that was available i found this tea at stop n shop in the health food section and gave it a try after a week i noticed that my baby girl wasnt so frustrated and i was able to get back on schedule of pumping a little extra each day directions say to drink one cup of prepared tea  times daily i drank it about  times daily but found the tea chilled was much better it has a bitter taste but is definatly drinkable definatly worth a try
5,Positive,"This is one of the few cat foods my fussy cat will eat.  He loves the gravy especially.  Wish they would sell that on it's own!  And amazon's subscribe and save is the best price I can find, and so convenient too!",this is one of the few cat foods my fussy cat will eat  he loves the gravy especially  wish they would sell that on its own  and amazons subscribe and save is the best price i can find and so convenient too
1,Negative,"will never buy from this vendor again. product is great but I didn't get it ever. I bought it from a health food store. do not buy from them. I ordered it early july, never got it.",will never buy from this vendor again product is great but i didnt get it ever i bought it from a health food store do not buy from them i ordered it early july never got it
3,Neutral,"Not a very strong earl grey flavor, but better than nothing. Bigelow also tastes a bit more bitter than other green teas, generally.",not a very strong earl grey flavor but better than nothing bigelow also tastes a bit more bitter than other green teas generally
1,Negative,"The ""rope"" idea doesn't really work ( well it works 1 time). It actually impedes the dispensing of the treats after your dog yanks it out - now the treats are stuck inside until the human pushes the rope back in.<br /><br />Would NOT purchase again!",the rope idea doesnt really work  well it works  time it actually impedes the dispensing of the treats after your dog yanks it out  now the treats are stuck inside until the human pushes the rope back in  would not purchase again
4,Positive,"My 3 year-old is a picky eater and at times it is hard to get him to eat fresh fruits and vegetables. Maybe it is a texture thing, because he absolutely loves the apple fruit chips. I have tried other dried fruit on him but they don't have the same melt in your mouth texture.  I would highly recommend for toddlers and kids!",my  yearold is a picky eater and at times it is hard to get him to eat fresh fruits and vegetables maybe it is a texture thing because he absolutely loves the apple fruit chips i have tried other dried fruit on him but they dont have the same melt in your mouth texture  i would highly recommend for toddlers and kids
5,Positive,"This stuff is amazing, and I'm so glad that there is a non-soy option for my recipes.  Would highly recommend anything by South River!",this stuff is amazing and im so glad that there is a nonsoy option for my recipes  would highly recommend anything by south river
5,Positive,"My young Havapoo was very unhappy when I put him in his cage at night.<br />After I bought this product for him as a treat before going to bed, he is readily willing to enter his cage, munch a few little pieces of the dried liver and go to sleep quite happy. I can recommend this product to all pet lovers.",my young havapoo was very unhappy when i put him in his cage at night after i bought this product for him as a treat before going to bed he is readily willing to enter his cage munch a few little pieces of the dried liver and go to sleep quite happy i can recommend this product to all pet lovers
5,Positive,"I've been really loving the Big squeeze container.  As much as I really loved my Marmite jars (and I really DO miss the little 57g jars, the big squeeze has splodged its way right into my heart.  It's so great to be able to squirt out a line and then spread without any temptation to stick the buttery knife in the jar for a little more.<br /><br />I used up my first one a couple of weeks ago. I put some hot water in the container and shook it well to add the last bit to some chili that I was making.  (Yes, I do add Marmite to chili, bumps up both nutrition and beefy complexity of flavor.)<br /><br />The smaller squeeze container is nice enough . . . I do like that size for Bovril, so I can carry it in my bag to make drinks.  The big one is just awesome!<br /><br />The container makes a great travel container for other things, also . . . thought it IS recyclable.",ive been really loving the big squeeze container  as much as i really loved my marmite jars and i really do miss the little g jars the big squeeze has splodged its way right into my heart  its so great to be able to squirt out a line and then spread without any temptation to stick the buttery knife in the jar for a little more  i used up my first one a couple of weeks ago i put some hot water in the container and shook it well to add the last bit to some chili that i was making  yes i do add marmite to chili bumps up both nutrition and beefy complexity of flavor  the smaller squeeze container is nice enough    i do like that size for bovril so i can carry it in my bag to make drinks  the big one is just awesome  the container makes a great travel container for other things also    thought it is recyclable
5,Positive,"Received the item and finished it in one sitting. Quite simply the best little treat I've had in a long time. I do wish there was caloric information though. As I work-out regularly and keep track of my daily caloric intake. Hopefully, it's not a lot.",received the item and finished it in one sitting quite simply the best little treat ive had in a long time i do wish there was caloric information though as i workout regularly and keep track of my daily caloric intake hopefully its not a lot
3,Neutral,"My husband likes strong coffee.  I like medium.  Neither one of us like this particular one.  There just isn't much flavor of any kind...coffee or caramel.  We like the vanilla one much better.  We'll drink this until it's gone...but it's the last flavor we choose, and it's lasting way too long!",my husband likes strong coffee  i like medium  neither one of us like this particular one  there just isnt much flavor of any kindcoffee or caramel  we like the vanilla one much better  well drink this until its gonebut its the last flavor we choose and its lasting way too long
5,Positive,Great for a change in tortilla chips. Tasty and not bland like some blue chips. Not too salty. A bit healthier than most similar snacks.,great for a change in tortilla chips tasty and not bland like some blue chips not too salty a bit healthier than most similar snacks
5,Positive,"Well, I try to keep away from things like this, but there they were: Newman-O's Creme Filled Mint Chocolate Cookies (13-ounce packet) made with organic flour and organic sugar. Hmmmm, how could I resist? Well, I couldn't. They're just one of my little occasional treats, or so I tell myself. Oh, these are delicious! Much better than the nutrition treats I usually eat The trouble is, I just can't stop at a reasonable number. They're just too good. And the ""Hint of Mint"" is just perfect!<br /><br />Gary Peterson",well i try to keep away from things like this but there they were newmanos creme filled mint chocolate cookies ounce packet made with organic flour and organic sugar hmmmm how could i resist well i couldnt theyre just one of my little occasional treats or so i tell myself oh these are delicious much better than the nutrition treats i usually eat the trouble is i just cant stop at a reasonable number theyre just too good and the hint of mint is just perfect  gary peterson
5,Positive,My 12-month-old granddaughter absolutely loved this. All of Earth's Best foods are great. I would recommend this to all new moms and dads. I'm so glad my daughter-in-law discovered this brand and recommended we try it.,my monthold granddaughter absolutely loved this all of earths best foods are great i would recommend this to all new moms and dads im so glad my daughterinlaw discovered this brand and recommended we try it
5,Positive,"I can't quite put my finger on what makes this tahini better than the other brands I've tried.  Maybe the sesame seeds they use have slightly more natural sweetness or something, but this is the first tahini that's so good I like to eat it straight out of the jar.",i cant quite put my finger on what makes this tahini better than the other brands ive tried  maybe the sesame seeds they use have slightly more natural sweetness or something but this is the first tahini thats so good i like to eat it straight out of the jar
4,Positive,"I really like these bread crumbs.  Whole grain bread crumbs are hard to find where I live, so I was glad I tried these.  I took off one star because I think they are too expensive.  I am not cheap at all, especially when it comes to quality food items, but I think these are a little overpriced.",i really like these bread crumbs  whole grain bread crumbs are hard to find where i live so i was glad i tried these  i took off one star because i think they are too expensive  i am not cheap at all especially when it comes to quality food items but i think these are a little overpriced
5,Positive,"Although made with butter (my son is GF/CF), my son has no digestive or behavior problems after eating these.  He's thrilled to be able to have animal crackers again.  They are perfect for school snack or in the car.  The cookies are tasty enough that Mom and Dad (who do eat wheat) will snack on them as well.  They are quite pricey in the store, but Amazon's subscription price makes them fairly affordable - and much easier than always making homemade.",although made with butter my son is gfcf my son has no digestive or behavior problems after eating these  hes thrilled to be able to have animal crackers again  they are perfect for school snack or in the car  the cookies are tasty enough that mom and dad who do eat wheat will snack on them as well  they are quite pricey in the store but amazons subscription price makes them fairly affordable  and much easier than always making homemade
4,Positive,"This is a tasty tea that can be enjoyed at anytime, not just for breakfast.  it has good flavor and fresh brewed aroma.",this is a tasty tea that can be enjoyed at anytime not just for breakfast  it has good flavor and fresh brewed aroma
5,Positive,Found this little candy at James' jewelry shop in the Sheraton in Jerusalem.  Grabbed a couple and wished I had gotten more.  Glad to find it again!,found this little candy at james jewelry shop in the sheraton in jerusalem  grabbed a couple and wished i had gotten more  glad to find it again
3,Neutral,"I normally buy Del Monte whole green beans in the grocery store, but these were available via Subscribe & Save, so I ordered them figuring they wouldn't be all that different.<br /><br />They are VERY different.  More water than beans.  I have to cook two cans to get enough for one side dish for just the two of us.  As soon as the Del Monte beans are available I'm changing to them.",i normally buy del monte whole green beans in the grocery store but these were available via subscribe  save so i ordered them figuring they wouldnt be all that different  they are very different  more water than beans  i have to cook two cans to get enough for one side dish for just the two of us  as soon as the del monte beans are available im changing to them
5,Positive,"I bought this to have on the shelf for a quick meal.  It is very very rich and I suspect would fare better as a cup appetizer before a full meal, and not as a meal.  I think most people would enjoy it.  I am not certain, however, that I will repeat the purchase.  I think I am more satisfied with a homemade potato soup.",i bought this to have on the shelf for a quick meal  it is very very rich and i suspect would fare better as a cup appetizer before a full meal and not as a meal  i think most people would enjoy it  i am not certain however that i will repeat the purchase  i think i am more satisfied with a homemade potato soup
3,Neutral,"The sign of a good Earl Grey tea is the use of real oil of bergamot, not just flavoring. Bergamot is a yellow citrus fruit, in the orange family, native to southern Italy. The fruit is considered inedible, however the oil extracted from the skin has been the foundation of the cologne industry for many, many years. Higgins & Burke Earl Grey is provided in individual, foil-wrapped tea bags. Open a pouch and you are immediately aware of the distinct aroma of bergamot.<br />Higgins & Burke chose asian black tea as the base for their Earl Grey. Unfortunately, the tea is almost dust and somewhat weak.<br />If you allow it to steep long enough, you can end up with a drinkable cup of Earl Grey. If they had chosen a better tea base, the beverage could be better.",the sign of a good earl grey tea is the use of real oil of bergamot not just flavoring bergamot is a yellow citrus fruit in the orange family native to southern italy the fruit is considered inedible however the oil extracted from the skin has been the foundation of the cologne industry for many many years higgins  burke earl grey is provided in individual foilwrapped tea bags open a pouch and you are immediately aware of the distinct aroma of bergamot higgins  burke chose asian black tea as the base for their earl grey unfortunately the tea is almost dust and somewhat weak if you allow it to steep long enough you can end up with a drinkable cup of earl grey if they had chosen a better tea base the beverage could be better
3,Neutral,My wife's cats love all the temptation treats.  They will eat these becuase they are gluttons but it is obvious they are not that keen to the taste or the way it makes them feel.<br /><br />I noticed no difference with hairballs using these treats.  If you need something for the hairballs get the brown barley or malt paste.  That stuff works real good and some cats actually like the taste.,my wifes cats love all the temptation treats  they will eat these becuase they are gluttons but it is obvious they are not that keen to the taste or the way it makes them feel  i noticed no difference with hairballs using these treats  if you need something for the hairballs get the brown barley or malt paste  that stuff works real good and some cats actually like the taste
5,Positive,"I have begged all of the local grocery stores to stock Stash Decaffeinated Green Tea and none of them would. So, I had to get my mother who lives 4 hours away to purchase it from her local store and ship it to me. Then I found that Amazon had it. The price is better and I was told I would receive it in 7 days. I received the package in 3 days. I will order my tea from Amazon from now on. Thanks, Amazon!",i have begged all of the local grocery stores to stock stash decaffeinated green tea and none of them would so i had to get my mother who lives  hours away to purchase it from her local store and ship it to me then i found that amazon had it the price is better and i was told i would receive it in  days i received the package in  days i will order my tea from amazon from now on thanks amazon
4,Positive,"What I enjoy most about this body wash is:<br /><br />Clean and feels good.<br /><br />The body wash has this nice texture, and feels very high end.  I also enjoy the very large size.<br /><br />Things I don't personally enjoy:<br /><br />The fragrance, to each their own, but this doesn't smell that good.  It's not stopping me from using it right now, but I'd prefer either something with no scent, or a more pleasing one.<br /><br />I'll agree, as another reviewer wrote AXE does smell better, as does Old Spice.<br /><br />Give me some more flavors and I may switch to you Dove, but for now I'm still ""stuck on"" Old Spice.  (And hoping they come up with their new Fresh line in a bodywash!  (that stuff smells AMAZING!))",what i enjoy most about this body wash is  clean and feels good  the body wash has this nice texture and feels very high end  i also enjoy the very large size  things i dont personally enjoy  the fragrance to each their own but this doesnt smell that good  its not stopping me from using it right now but id prefer either something with no scent or a more pleasing one  ill agree as another reviewer wrote axe does smell better as does old spice  give me some more flavors and i may switch to you dove but for now im still stuck on old spice  and hoping they come up with their new fresh line in a bodywash  that stuff smells amazing
5,Positive,"This is one of the sweetest and flavorful snacks I've ever craved. Obviously there's a lot of sugar in them (I guess that contributes to making them so good), but there's some fiber in there too so that's worth keeping in mind. And I've never had a dried fruit that was so easy to eat as this brand. It's not leathery, and not TOO chewy either. It's just the right texture for my taste.",this is one of the sweetest and flavorful snacks ive ever craved obviously theres a lot of sugar in them i guess that contributes to making them so good but theres some fiber in there too so thats worth keeping in mind and ive never had a dried fruit that was so easy to eat as this brand its not leathery and not too chewy either its just the right texture for my taste
4,Positive,"When I ordered One Love for some reason I thought they were single serve packets that you just add hot water to but they are not. My fault for not reading thoroughly. Since I don't have a pod coffee brewer this review is based on using these pods with my Keurig and French Press.<br /><br />My Keurig model is the B60 Special Edition that I purchased attachments for which enable me to use pods: <a href=""http://www.amazon.com/gp/product/B000DLB2FI"">Keurig My K-Cup Reusable Coffee Filter</a> and <a href=""http://www.amazon.com/gp/product/B000WU8PW8"">Perfect Pod Holster Use Any Pod in Your Keurig Coffee Maker - Over 10,000 Sold</a>.<br /><br />The description of this coffee is floral with berry notes. I really couldn't detect the berry in the coffee by smell but the floral was definitely there and both were present in taste with a slight chocolate taste. I think this coffee is very similar to <a href=""http://www.amazon.com/gp/product/B004779XNW"">Green Mountain Coffee, Dark Magic (Extra Bold), 24-Count K-Cups for Keurig Brewers</a>, just not as bold in flavor and more of a medium flavored coffee. I really didn't like the bitter smell of the coffee.<br /><br />Results:<br />Keurig My K-Cup with brew size of 9.25oz: weak, light colored coffee with hardly any flavor.<br /><br />Perfect Pod Holster with brew size of 9.25oz: dark in color with a smooth, slightly sweet medium roast flavor.<br /><br />French Press: near same results as the Perfect Pod Holster except the coffee was darker and had more flavor since I could let the grounds steep in the hot water for a few minutes.<br /><br />The Perfect Pod Holster and French Press were enjoyable successes with these pods, I was able to drink it with 2 packets of Splenda and no cream. I brewed a second cup in the Keurig, adding a teaspoon of chocolate coffee creamer, which brought out the chocolate flavor that's traditionally found in Ethiopian Yirgacheffe coffee, along with the Splenda made the coffee was very enjoyable. I've been drinking it this way ever since.<br /><br />Since this coffee is very finely ground it leaves coffee sediment in the bottom of the cup.",when i ordered one love for some reason i thought they were single serve packets that you just add hot water to but they are not my fault for not reading thoroughly since i dont have a pod coffee brewer this review is based on using these pods with my keurig and french press  my keurig model is the b special edition that i purchased attachments for which enable me to use pods  keurig my kcup reusable coffee filter  and  perfect pod holster use any pod in your keurig coffee maker  over  sold   the description of this coffee is floral with berry notes i really couldnt detect the berry in the coffee by smell but the floral was definitely there and both were present in taste with a slight chocolate taste i think this coffee is very similar to  green mountain coffee dark magic extra bold count kcups for keurig brewers  just not as bold in flavor and more of a medium flavored coffee i really didnt like the bitter smell of the coffee  results keurig my kcup with brew size of oz weak light colored coffee with hardly any flavor  perfect pod holster with brew size of oz dark in color with a smooth slightly sweet medium roast flavor  french press near same results as the perfect pod holster except the coffee was darker and had more flavor since i could let the grounds steep in the hot water for a few minutes  the perfect pod holster and french press were enjoyable successes with these pods i was able to drink it with  packets of splenda and no cream i brewed a second cup in the keurig adding a teaspoon of chocolate coffee creamer which brought out the chocolate flavor thats traditionally found in ethiopian yirgacheffe coffee along with the splenda made the coffee was very enjoyable ive been drinking it this way ever since  since this coffee is very finely ground it leaves coffee sediment in the bottom of the cup
5,Positive,This is my favorite healthy granola. Great flavor and low fat.  It is nice to get six bags at once at a lower price per bag than at the grocery store.,this is my favorite healthy granola great flavor and low fat  it is nice to get six bags at once at a lower price per bag than at the grocery store
5,Positive,Everything is great about this coffee. The price is just a tad over Folgers except this is excellent coffee. It has a good and smooth flavor. Its very enjoyable.,everything is great about this coffee the price is just a tad over folgers except this is excellent coffee it has a good and smooth flavor its very enjoyable
1,Negative,"Kobe beef comes from a specific prefecture in Japan and is illegal to import in to the United states. In fact, it has been illegal to import since 2010 in any form. This is just overpriced regular American beef.",kobe beef comes from a specific prefecture in japan and is illegal to import in to the united states in fact it has been illegal to import since  in any form this is just overpriced regular american beef
5,Positive,I've had a Dental Dinosaur chew for about four or five years. Every dog in our house (three) has chewed on this thing and we still have it! It's hard which is great for our Chihuahua puppy and it's also a very good price! Would buy one again!,ive had a dental dinosaur chew for about four or five years every dog in our house three has chewed on this thing and we still have it its hard which is great for our chihuahua puppy and its also a very good price would buy one again
5,Positive,I loved this stuff when I was a kid. It was easy to make and tasted great with brown sugar. Not sure why I was allowed to eat it. When everyone else was eating oatmeal(can't stand it) I'd have my coco wheats.<br /><br />Just wish I could get it in less than a six pack.<br /><br />Long over due for a comeback.,i loved this stuff when i was a kid it was easy to make and tasted great with brown sugar not sure why i was allowed to eat it when everyone else was eating oatmealcant stand it id have my coco wheats  just wish i could get it in less than a six pack  long over due for a comeback
5,Positive,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover,fantasticyou can not beat this taste and you can not resist to it only one if you are spice lover
